lat,lon,hour,dayofweek,block_id,occurance
37.7502962974,-122.4183457025,17.0,1.0,42,1.0
37.7840060991,-122.4108444021,17.0,1.0,75,1.0
37.7927719996,-122.4210532026,17.0,1.0,59,1.0
37.7881677979,-122.4217205026,17.0,1.0,77,1.0
37.7933878013,-122.42133010149999,17.0,1.0,62,1.0
37.7896527973,-122.4207728,17.0,1.0,55,1.0
37.7537649021,-122.4205633027,17.0,1.0,0,1.0
37.787243501999995,-122.4172054175,17.0,1.0,66,1.0
37.7926584025,-122.42103020260001,17.0,1.0,59,1.0
37.7938696993,-122.4212706012,17.0,1.0,62,1.0
37.7503426996,-122.4183502008,17.0,1.0,42,1.0
37.7855241009,-122.41805020129999,17.0,1.0,35,1.0
37.784453798899996,-122.41936270120001,17.0,1.0,60,1.0
37.7956326985,-122.4029388984,17.0,1.0,90,1.0
37.7928569977,-122.4212271997,17.0,1.0,59,1.0
37.7537966025,-122.4164985993,17.0,1.0,3,1.0
37.7505236023,-122.4181854185,17.0,1.0,42,1.0
37.7931518004,-122.4211300981,17.0,1.0,59,1.0
37.7835839027,-122.41428810139999,17.0,1.0,39,1.0
37.750462002,-122.41817950059999,17.0,1.0,42,1.0
37.7871818056,-122.41768161579999,17.0,1.0,66,1.0
37.753855700500004,-122.41905490100001,17.0,1.0,1,1.0
37.7867333022,-122.4181342998,17.0,1.0,31,1.0
37.7506667998,-122.4186141023,17.0,1.0,42,1.0
37.7939798989,-122.4222719983,17.0,1.0,17,1.0
37.7888896027,-122.4136747026,17.0,1.0,20,1.0
37.7998261982,-122.4093398002,17.0,1.0,68,1.0
37.7897689984,-122.4198566021,17.0,1.0,53,1.0
37.7897736979,-122.4206028988,17.0,1.0,53,1.0
37.7929314011,-122.4210854002,17.0,1.0,59,1.0
37.7931775999,-122.4223331024,17.0,1.0,92,1.0
37.7537419022,-122.4193891992,17.0,1.0,1,1.0
37.797312599499996,-122.4038964973,17.0,1.0,50,1.0
37.7867817999,-122.41139660190001,17.0,1.0,73,1.0
37.7940368009,-122.4218239018,17.0,1.0,17,1.0
37.7898576007,-122.4204629992,17.0,1.0,53,1.0
37.7843112004,-122.41933380040001,17.0,1.0,60,1.0
37.7926787985,-122.42119120219999,17.0,1.0,59,1.0
37.793914101,-122.4227899999,17.0,1.0,17,1.0
37.8001116065,-122.4091828186,17.0,1.0,68,1.0
37.7898416025,-122.41183750120001,17.0,1.0,9,1.0
37.7809016992,-122.4209213999,17.0,1.0,83,1.0
37.785468199200004,-122.41803919870001,17.0,1.0,35,1.0
37.7892740973,-122.4120525026,17.0,1.0,74,1.0
37.7538256989,-122.4179963001,17.0,1.0,2,1.0
37.7927382988,-122.4226451998,17.0,1.0,78,1.0
37.7807883982,-122.4202294012,17.0,1.0,83,1.0
37.7786256996,-122.4179296025,17.0,1.0,14,1.0
37.7538045988,-122.418347798,17.0,1.0,2,1.0
37.7890677013,-122.4137119015,17.0,1.0,20,1.0
37.7492578019,-122.41824629879999,17.0,1.0,42,1.0
37.7809111987,-122.4208469016,17.0,1.0,83,1.0
37.7974936989,-122.4220025984,17.0,1.0,57,1.0
37.7941732974,-122.42159770219999,17.0,1.0,17,1.0
37.7832438991,-122.41102650180001,17.0,1.0,75,1.0
37.7926046018,-122.4229440984,17.0,1.0,78,1.0
37.7808162117,-122.4083579504,17.0,1.0,43,1.0
37.797566800300004,-122.4036740025,17.0,1.0,50,1.0
37.750578002,-122.4185336025,17.0,1.0,42,1.0
37.7538924021,-122.4168876984,17.0,1.0,3,1.0
37.7875362997,-122.40155390059999,17.0,1.0,18,1.0
37.780008199499996,-122.4169959982,17.0,1.0,33,1.0
37.793327898600005,-122.4202951991,17.0,1.0,91,1.0
37.7950465017,-122.4231106022,17.0,1.0,86,1.0
37.785213897800006,-122.4129307975,17.0,1.0,19,1.0
37.793205399899996,-122.4221134015,17.0,1.0,92,1.0
37.7940649026,-122.42160260280001,17.0,1.0,62,1.0
37.779013999600004,-122.4108413008,17.0,1.0,43,1.0
37.782949297600005,-122.41400369790001,17.0,1.0,39,1.0
37.786859600700005,-122.4183158015,17.0,1.0,31,1.0
37.787201498499996,-122.41838319760001,17.0,1.0,66,1.0
37.7867880975,-122.41830179809999,17.0,1.0,31,1.0
37.7871891034,-122.41762591530001,17.0,1.0,66,1.0
37.7931915977,-122.4213718993,17.0,1.0,59,1.0
37.793342902199996,-122.3999060017,17.0,1.0,5,1.0
37.7941646025,-122.4216660985,17.0,1.0,17,1.0
37.782848698,-122.41735520190001,17.0,1.0,37,1.0
37.7501419977,-122.4183310007,17.0,1.0,42,1.0
37.7789964982,-122.41051330020001,17.0,1.0,43,1.0
37.7783127976,-122.41883540129999,17.0,1.0,15,1.0
37.753971002,-122.4186974016,17.0,1.0,1,1.0
37.7812999011,-122.4155122002,17.0,1.0,16,1.0
37.7895408989,-122.4216543974,17.0,1.0,55,1.0
37.7974464026,-122.4037632027,17.0,1.0,50,1.0
37.7897582975,-122.4199411978,17.0,1.0,53,1.0
37.7923825988,-122.4228991994,17.0,1.0,78,1.0
37.7898126011,-122.410987498,17.0,1.0,9,1.0
37.797966002399995,-122.40386889850001,17.0,1.0,49,1.0
37.7843630006,-122.41934430010001,17.0,1.0,60,1.0
37.7538132992,-122.4182035008,17.0,1.0,2,1.0
37.785481599099995,-122.4215041992,17.0,1.0,80,1.0
37.7536800035,-122.4204182178,17.0,1.0,0,1.0
37.789948499699996,-122.41098449719999,17.0,1.0,9,1.0
37.7866106023,-122.41643100200001,17.0,1.0,13,1.0
37.7811525975,-122.42001599790001,17.0,1.0,83,1.0
37.797779600000005,-122.4037172978,17.0,1.0,50,1.0
37.795106002,-122.4231227,17.0,1.0,86,1.0
37.792567799699995,-122.3997468014,17.0,1.0,4,1.0
37.7892040023,-122.42193010049999,17.0,1.0,55,1.0
37.7500038975,-122.4181356018,17.0,1.0,42,1.0
37.7898378027,-122.4107858014,17.0,1.0,9,1.0
37.7866476,-122.4182741993,17.0,1.0,31,1.0
37.7927402993,-122.4212036018,17.0,1.0,59,1.0
37.7899383017,-122.4110659023,17.0,1.0,9,1.0
37.7505687986,-122.4186869019,17.0,1.0,42,1.0
37.753770199499996,-122.4204756,17.0,1.0,0,1.0
37.7538925976,-122.4184416977,17.0,1.0,2,1.0
37.7895320979,-122.4217233022,17.0,1.0,55,1.0
37.7978928004,-122.40539699770001,17.0,1.0,29,1.0
37.795332699,-122.4231684988,17.0,1.0,86,1.0
37.789625778899996,-122.4209855409,17.0,1.0,55,1.0
37.7538692009,-122.4188302995,17.0,1.0,1,1.0
37.7868637023,-122.4217826014,17.0,1.0,79,1.0
37.7976497979,-122.4221910012,17.0,1.0,57,1.0
37.7871545029,-122.4178922195,17.0,1.0,66,1.0
37.7843729024,-122.41260430000001,17.0,1.0,22,1.0
37.7892289021,-122.4135884975,17.0,1.0,20,1.0
37.7892449004,-122.411911301,17.0,1.0,74,1.0
37.7886889008,-122.4218259023,17.0,1.0,76,1.0
37.787198206199996,-122.41755551850001,17.0,1.0,66,1.0
37.7940684007,-122.42242369959999,17.0,1.0,17,1.0
37.7953812973,-122.4235043001,17.0,1.0,86,1.0
37.7940779001,-122.42234879889999,17.0,1.0,17,1.0
37.7872181003,-122.4131827016,17.0,1.0,21,1.0
37.7995860008,-122.4088033025,17.0,1.0,68,1.0
37.7853112006,-122.41970690129999,17.0,1.0,56,1.0
37.7999492043,-122.4091499168,17.0,1.0,68,1.0
37.7956008975,-122.4031900984,17.0,1.0,90,1.0
37.795630502399995,-122.4003575013,17.0,1.0,6,1.0
37.789721501,-122.4205922985,17.0,1.0,53,1.0
37.7898523983,-122.410669198,17.0,1.0,9,1.0
37.7538770017,-122.41714420139999,17.0,1.0,3,1.0
37.7872180042,-122.41740271639999,17.0,1.0,66,1.0
37.7810313002,-122.4209681989,17.0,1.0,83,1.0
37.7846263075,-122.4141776341,17.0,1.0,38,1.0
37.7537652989,-122.4190005974,17.0,1.0,1,1.0
37.7929741991,-122.42269299899999,17.0,1.0,78,1.0
37.7538973027,-122.4183628016,17.0,1.0,2,1.0
37.7932430011,-122.4209658017,17.0,1.0,91,1.0
37.785842797600004,-122.4181127024,17.0,1.0,34,1.0
37.793821101,-122.4212607999,17.0,1.0,62,1.0
37.795387700999996,-122.423179602,17.0,1.0,86,1.0
37.795223801300004,-122.4082154014,17.0,1.0,70,1.0
37.7846498013,-122.412815999,17.0,1.0,22,1.0
37.7538263024,-122.4195435994,17.0,1.0,1,1.0
37.7897244011,-122.41169119790001,17.0,1.0,9,1.0
37.7840755013,-122.4195442979,17.0,1.0,60,1.0
37.7939885993,-122.4222029985,17.0,1.0,17,1.0
37.7857667011,-122.4179411025,17.0,1.0,34,1.0
37.7805836004,-122.4205138997,17.0,1.0,83,1.0
37.7538357013,-122.41783029930001,17.0,1.0,2,1.0
37.797840497399996,-122.40538649790001,17.0,1.0,29,1.0
37.795631200900004,-122.4081290008,17.0,1.0,70,1.0
37.7845286996,-122.4126357992,17.0,1.0,22,1.0
37.7538176019,-122.41813070110001,17.0,1.0,2,1.0
37.797452197300004,-122.4036507008,17.0,1.0,50,1.0
37.7894092974,-122.4119454992,17.0,1.0,74,1.0
37.7940292013,-122.4218835027,17.0,1.0,17,1.0
37.750573498099996,-122.4186091011,17.0,1.0,42,1.0
37.7931694024,-122.4223975984,17.0,1.0,92,1.0
37.7978988019,-122.4037415997,17.0,1.0,50,1.0
37.7782215019,-122.4123113022,17.0,1.0,44,1.0
37.7812471007,-122.4155014993,17.0,1.0,16,1.0
37.787201498499996,-122.41838319760001,16.0,1.0,66,1.0
37.8001702071,-122.4090655167,16.0,1.0,68,1.0
37.7925596022,-122.4210101978,16.0,1.0,59,1.0
37.7898416025,-122.41183750120001,16.0,1.0,9,1.0
37.7871273064,-122.4181025159,16.0,1.0,66,1.0
37.7931627975,-122.42159909909999,16.0,1.0,92,1.0
37.7975392015,-122.4220118017,16.0,1.0,57,1.0
37.7489446987,-122.4180351027,16.0,1.0,42,1.0
37.7785724019,-122.41679720180001,16.0,1.0,14,1.0
37.7895320979,-122.4217233022,16.0,1.0,55,1.0
37.7538519007,-122.4191172008,16.0,1.0,1,1.0
37.7941552986,-122.4217397978,16.0,1.0,17,1.0
37.7928302986,-122.4210649987,16.0,1.0,59,1.0
37.798017701999996,-122.40387939819999,16.0,1.0,49,1.0
37.782949297600005,-122.41400369790001,16.0,1.0,39,1.0
37.786860098000005,-122.4214559027,16.0,1.0,79,1.0
37.7804469977,-122.4201604013,16.0,1.0,83,1.0
37.7974936989,-122.4220025984,16.0,1.0,57,1.0
37.7858687983,-122.4179611017,16.0,1.0,34,1.0
37.7954476987,-122.42351770000002,16.0,1.0,86,1.0
37.7896441975,-122.420840699,16.0,1.0,55,1.0
37.7817664993,-122.4189902988,16.0,1.0,63,1.0
37.7845767,-122.4126454999,16.0,1.0,22,1.0
37.789966599,-122.4108400994,16.0,1.0,9,1.0
37.785773999,-122.4180992019,16.0,1.0,34,1.0
37.7537519996,-122.4192216002,16.0,1.0,1,1.0
37.8000648019,-122.4090441149,16.0,1.0,68,1.0
37.7930993018,-122.422100499,16.0,1.0,92,1.0
37.7870486014,-122.42149410180001,16.0,1.0,87,1.0
37.7847345983,-122.4126773008,16.0,1.0,22,1.0
37.7537419022,-122.4193891992,16.0,1.0,1,1.0
37.7844774974,-122.41278129790001,16.0,1.0,22,1.0
37.7888079015,-122.4218499974,16.0,1.0,76,1.0
37.7891261009,-122.4137240999,16.0,1.0,20,1.0
37.793525901500004,-122.40010599950001,16.0,1.0,5,1.0
37.7498456024,-122.4181204976,16.0,1.0,42,1.0
37.7811439027,-122.4200838019,16.0,1.0,83,1.0
37.7973374994,-122.42197109920001,16.0,1.0,58,1.0
37.7998261982,-122.4093398002,16.0,1.0,68,1.0
37.7850899015,-122.41290570209999,16.0,1.0,19,1.0
37.7844573026,-122.4195817986,16.0,1.0,60,1.0
37.7538925976,-122.4184416977,16.0,1.0,2,1.0
37.7844078996,-122.4193533973,16.0,1.0,60,1.0
37.7489770026,-122.41842200020001,16.0,1.0,42,1.0
37.7976497979,-122.4221910012,16.0,1.0,57,1.0
37.7846796018,-122.4126661976,16.0,1.0,22,1.0
37.7932425988,-122.4218195991,16.0,1.0,92,1.0
37.7500561,-122.4181405974,16.0,1.0,42,1.0
37.7893811007,-122.4120747984,16.0,1.0,74,1.0
37.7782934018,-122.418987801,16.0,1.0,15,1.0
37.7786933024,-122.4173983016,16.0,1.0,14,1.0
37.7505819023,-122.4184694977,16.0,1.0,42,1.0
37.7953218975,-122.4234922973,16.0,1.0,86,1.0
37.7538176019,-122.41813070110001,16.0,1.0,2,1.0
37.7806513988,-122.40845639790001,16.0,1.0,43,1.0
37.7956756026,-122.4083068983,16.0,1.0,70,1.0
37.7872606066,-122.4170737155,16.0,1.0,66,1.0
37.7995860008,-122.4088033025,16.0,1.0,68,1.0
37.7940264017,-122.421302201,16.0,1.0,62,1.0
37.793234798,-122.42103090110001,16.0,1.0,59,1.0
37.788884998200004,-122.421865599,16.0,1.0,76,1.0
37.7507594981,-122.4183900987,16.0,1.0,42,1.0
37.7537652989,-122.4190005974,16.0,1.0,1,1.0
37.7933878013,-122.42133010149999,16.0,1.0,62,1.0
37.7539191012,-122.4180000999,16.0,1.0,2,1.0
37.7898378027,-122.4107858014,16.0,1.0,9,1.0
37.7976014008,-122.4221812,16.0,1.0,57,1.0
37.7869613011,-122.42180239940001,16.0,1.0,79,1.0
37.750578002,-122.4185336025,16.0,1.0,42,1.0
37.7887467024,-122.4218375978,16.0,1.0,76,1.0
37.7956008975,-122.4031900984,16.0,1.0,90,1.0
37.7803353005,-122.4172652026,16.0,1.0,33,1.0
37.782908399499995,-122.41736729969999,16.0,1.0,37,1.0
37.7954950006,-122.40051429879999,16.0,1.0,6,1.0
37.795332699,-122.4231684988,16.0,1.0,86,1.0
37.793403101100004,-122.4197014027,16.0,1.0,91,1.0
37.7875362997,-122.40155390059999,16.0,1.0,18,1.0
37.7974381995,-122.4221482982,16.0,1.0,57,1.0
37.789264698400004,-122.42194239950001,16.0,1.0,55,1.0
37.7842280016,-122.4142606982,16.0,1.0,38,1.0
37.7936366991,-122.42122350049999,16.0,1.0,62,1.0
37.7832416975,-122.4140635,16.0,1.0,39,1.0
37.753971002,-122.4186974016,16.0,1.0,1,1.0
37.793916498200005,-122.4212800001,16.0,1.0,62,1.0
37.7898067002,-122.4204527007,16.0,1.0,53,1.0
37.7845286996,-122.4126357992,16.0,1.0,22,1.0
37.7808823985,-122.42107300059999,16.0,1.0,83,1.0
37.7940457025,-122.42175400229999,16.0,1.0,17,1.0
37.781042498400005,-122.42088040120001,16.0,1.0,83,1.0
37.7501419977,-122.4183310007,16.0,1.0,42,1.0
37.781387402600004,-122.4153718983,16.0,1.0,16,1.0
37.796938599,-122.4054937025,16.0,1.0,10,1.0
37.7898116008,-122.4195210018,16.0,1.0,53,1.0
37.793197699699995,-122.42217429889999,16.0,1.0,92,1.0
37.7897227024,-122.4202218016,16.0,1.0,53,1.0
37.7969044008,-122.4054441989,16.0,1.0,10,1.0
37.7807441027,-122.40857269959999,16.0,1.0,43,1.0
37.7812479214,-122.4089019843,16.0,1.0,43,1.0
37.7846263075,-122.4141776341,16.0,1.0,38,1.0
37.7972613973,-122.4221126025,16.0,1.0,58,1.0
37.7931541027,-122.42166760159999,16.0,1.0,92,1.0
37.7797512998,-122.41654809719999,16.0,1.0,33,1.0
37.7939305016,-122.4226609019,16.0,1.0,17,1.0
37.797542800100004,-122.4221693982,16.0,1.0,57,1.0
37.7926584025,-122.42103020260001,16.0,1.0,59,1.0
37.7898027998,-122.419590499,16.0,1.0,53,1.0
37.7931077004,-122.4220343993,16.0,1.0,92,1.0
37.7503426996,-122.4183502008,16.0,1.0,42,1.0
37.786859600700005,-122.4183158015,16.0,1.0,31,1.0
37.7937005022,-122.4212363974,16.0,1.0,62,1.0
37.749951197600005,-122.4181306006,16.0,1.0,42,1.0
37.7538973027,-122.4183628016,16.0,1.0,2,1.0
37.7867880975,-122.41830179809999,16.0,1.0,31,1.0
37.7538770017,-122.41714420139999,16.0,1.0,3,1.0
37.7502962974,-122.4183457025,16.0,1.0,42,1.0
37.7886123014,-122.41191600049999,16.0,1.0,71,1.0
37.785481599099995,-122.4215041992,16.0,1.0,80,1.0
37.789804398,-122.4110525024,16.0,1.0,9,1.0
37.7898656976,-122.4190953017,16.0,1.0,53,1.0
37.7506667998,-122.4186141023,16.0,1.0,42,1.0
37.7934118015,-122.4204839987,16.0,1.0,91,1.0
37.7950465017,-122.4231106022,16.0,1.0,86,1.0
37.793914101,-122.4227899999,16.0,1.0,17,1.0
37.787144606700004,-122.4179687183,16.0,1.0,66,1.0
37.7537691992,-122.4189350006,16.0,1.0,1,1.0
37.7788649973,-122.416768301,16.0,1.0,14,1.0
37.785902298,-122.41812439790002,16.0,1.0,34,1.0
37.7799713024,-122.41698870040001,16.0,1.0,33,1.0
37.7895243977,-122.4217839983,16.0,1.0,55,1.0
37.7538692009,-122.4188302995,16.0,1.0,1,1.0
37.793205399899996,-122.4221134015,16.0,1.0,92,1.0
37.800062505300005,-122.4091729168,16.0,1.0,68,1.0
37.793307100300005,-122.4227588975,16.0,1.0,92,1.0
37.7897354987,-122.4116028023,16.0,1.0,9,1.0
37.7498997998,-122.4181256999,16.0,1.0,42,1.0
37.7931209997,-122.42192950260001,16.0,1.0,92,1.0
37.7538438988,-122.4176939984,16.0,1.0,2,1.0
37.7538263024,-122.4195435994,16.0,1.0,1,1.0
37.7872515039,-122.417143615,16.0,1.0,66,1.0
37.7938388986,-122.42286649879999,16.0,1.0,17,1.0
37.7931063984,-122.42112090040001,16.0,1.0,59,1.0
37.7942527019,-122.4215048027,16.0,1.0,17,1.0
37.750462002,-122.41817950059999,16.0,1.0,42,1.0
37.793821101,-122.4212607999,16.0,1.0,62,1.0
37.797312599499996,-122.4038964973,16.0,1.0,50,1.0
37.7789735989,-122.4107902997,16.0,1.0,43,1.0
37.7955210012,-122.4028105994,16.0,1.0,90,1.0
37.7500038975,-122.4181356018,16.0,1.0,42,1.0
37.7931463019,-122.4217291975,16.0,1.0,92,1.0
37.789839702600005,-122.42061629860001,16.0,1.0,55,1.0
37.789636799,-122.4208988023,16.0,1.0,55,1.0
37.7833071993,-122.4142314007,16.0,1.0,39,1.0
37.7978034996,-122.4038358011,16.0,1.0,50,1.0
37.753770199499996,-122.4204756,16.0,1.0,0,1.0
37.793149900500005,-122.4225519986,16.0,1.0,92,1.0
37.7975554009,-122.403785398,16.0,1.0,50,1.0
37.7855241009,-122.41805020129999,16.0,1.0,35,1.0
37.7809178986,-122.4207936988,16.0,1.0,83,1.0
37.749433101,-122.4182631017,16.0,1.0,42,1.0
37.786984899000004,-122.4214811993,16.0,1.0,87,1.0
37.7871818056,-122.41768161579999,16.0,1.0,66,1.0
37.7842090026,-122.4194839985,16.0,1.0,60,1.0
37.7926787985,-122.42119120219999,16.0,1.0,59,1.0
37.778641200500005,-122.4178078973,16.0,1.0,14,1.0
37.7852604006,-122.4196966027,16.0,1.0,56,1.0
37.7854336993,-122.42149449860001,16.0,1.0,80,1.0
37.7861537998,-122.4164913015,16.0,1.0,13,1.0
37.7538963024,-122.4168235992,16.0,1.0,3,1.0
37.7931815003,-122.42145139879999,16.0,1.0,59,1.0
37.7926094019,-122.4210202002,16.0,1.0,59,1.0
37.7870057979,-122.413295902,16.0,1.0,21,1.0
37.7538924021,-122.4168876984,16.0,1.0,3,1.0
37.7940684007,-122.42242369959999,16.0,1.0,17,1.0
37.7866476,-122.4182741993,16.0,1.0,31,1.0
37.7881677979,-122.4217205026,16.0,1.0,77,1.0
37.788885501100005,-122.4135166981,16.0,1.0,20,1.0
37.7882290975,-122.4217329023,16.0,1.0,77,1.0
37.7502523985,-122.4181594008,16.0,1.0,42,1.0
37.7505687986,-122.4186869019,16.0,1.0,42,1.0
37.789929802399996,-122.42047760049999,16.0,1.0,53,1.0
37.7897484013,-122.420019401,16.0,1.0,53,1.0
37.784453798899996,-122.41936270120001,16.0,1.0,60,1.0
37.7497831014,-122.41829660139999,16.0,1.0,42,1.0
37.781206823000005,-122.4088502871,16.0,1.0,43,1.0
37.787243501999995,-122.4172054175,16.0,1.0,66,1.0
37.7953958985,-122.40808130209999,16.0,1.0,70,1.0
37.7866785013,-122.4149164983,16.0,1.0,13,1.0
37.7873212983,-122.4133602024,16.0,1.0,21,1.0
37.7539260973,-122.4178841,16.0,1.0,2,1.0
37.7896527973,-122.4207728,16.0,1.0,55,1.0
37.7927993973,-122.4212155991,16.0,1.0,59,1.0
37.7897689984,-122.4198566021,16.0,1.0,53,1.0
37.7976634995,-122.4036936999,16.0,1.0,50,1.0
37.7786827021,-122.417481601,16.0,1.0,14,1.0
37.785468199200004,-122.41803919870001,16.0,1.0,35,1.0
37.7940779001,-122.42234879889999,16.0,1.0,17,1.0
37.783315799099995,-122.4193035026,16.0,1.0,64,1.0
37.7974846018,-122.42215760209999,16.0,1.0,57,1.0
37.7539733992,-122.4170982015,16.0,1.0,3,1.0
37.7800675993,-122.41700779989999,16.0,1.0,33,1.0
37.7937358011,-122.4228455999,16.0,1.0,17,1.0
37.750187802,-122.41833529780001,16.0,1.0,42,1.0
37.7805773978,-122.4083635991,16.0,1.0,43,1.0
37.7928569977,-122.4212271997,16.0,1.0,59,1.0
37.7934365001,-122.4213399028,16.0,1.0,62,1.0
37.7872791027,-122.4169308152,16.0,1.0,66,1.0
37.7951021017,-122.4081907977,16.0,1.0,70,1.0
37.7864118003,-122.4191779026,16.0,1.0,12,1.0
37.7943052006,-122.4215153975,16.0,1.0,17,1.0
37.7888895021,-122.41075150270001,16.0,1.0,71,1.0
37.7802457985,-122.4195846987,16.0,1.0,83,1.0
37.7929021985,-122.4212363974,16.0,1.0,59,1.0
37.789739198,-122.42009179829999,16.0,1.0,53,1.0
37.7872069066,-122.41748801620001,16.0,1.0,66,1.0
37.795387700999996,-122.423179602,16.0,1.0,86,1.0
37.7898126011,-122.410987498,16.0,1.0,9,1.0
37.7538357013,-122.41783029930001,16.0,1.0,2,1.0
37.7954510012,-122.4231923984,16.0,1.0,86,1.0
37.7940368009,-122.4218239018,16.0,1.0,17,1.0
37.7929697008,-122.4230800026,16.0,1.0,78,1.0
37.7863211975,-122.4148463027,16.0,1.0,13,1.0
37.7976228026,-122.4037990996,16.0,1.0,50,1.0
37.7861430989,-122.4197040011,16.0,1.0,12,1.0
37.795521202399996,-122.4003373009,16.0,1.0,6,1.0
37.7869173017,-122.4183271003,16.0,1.0,31,1.0
37.780402802800005,-122.4201513992,16.0,1.0,83,1.0
37.7931694024,-122.4223975984,16.0,1.0,92,1.0
37.7801054017,-122.4170153995,16.0,1.0,33,1.0
37.7506711975,-122.4185413026,16.0,1.0,42,1.0
37.7864496027,-122.4188755003,16.0,1.0,12,1.0
37.786370997199995,-122.4182199014,16.0,1.0,12,1.0
37.7537966025,-122.4164985993,16.0,1.0,3,1.0
37.788833801500004,-122.4111912006,16.0,1.0,71,1.0
37.795106002,-122.4231227,16.0,1.0,86,1.0
37.7940649026,-122.42160260280001,16.0,1.0,62,1.0
37.7954501015,-122.4080922992,16.0,1.0,70,1.0
